TITLE = "Grid: prim/mr_v4.2_no_tail_wing_v2_wing_set_0.17_targ_coarse_lvl_2.grid, Pointdata: sol/sol.pval.unsteady_i=1500_t=3.0000000e-01" 
VARIABLES = "Y", fx, fy, fz, mx, my, mz
#
# Force distributions of the components 
#
ZONE T="DISTR      Wing", F=POINT 
1.923936e+00   0.000000e+00   0.000000e+00	0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
1.963488e+00   2.562089e+03   -4.591525e+02	3.880893e+04   7.690093e+04   2.262341e+04   -5.740105e+03
2.003041e+00   2.498558e+03   -4.352825e+02	3.892695e+04   7.867463e+04   2.239689e+04   -5.785198e+03
2.042593e+00   2.382094e+03   -4.233678e+02	3.902460e+04   8.041412e+04   2.230050e+04   -5.739111e+03
2.082145e+00   2.271916e+03   -4.149814e+02	3.917661e+04   8.227380e+04   2.222313e+04   -5.676757e+03
2.121697e+00   2.170050e+03   -4.164571e+02	3.926348e+04   8.400961e+04   2.212316e+04   -5.606822e+03
2.161249e+00   2.109093e+03   -4.155266e+02	3.935469e+04   8.576256e+04   2.198913e+04   -5.605461e+03
2.200801e+00   2.068129e+03   -4.198724e+02	3.938400e+04   8.738478e+04   2.173146e+04   -5.618701e+03
2.240353e+00   1.964392e+03   -4.252090e+02	3.941310e+04   8.900925e+04   2.156521e+04   -5.519903e+03
2.279905e+00   1.901253e+03   -4.179434e+02	3.942046e+04   9.058533e+04   2.143429e+04   -5.486628e+03
2.319458e+00   1.821292e+03   -4.133666e+02	3.944287e+04   9.219686e+04   2.130169e+04   -5.441546e+03
2.359010e+00   1.803012e+03   -4.217703e+02	3.943251e+04   9.373437e+04   2.108527e+04   -5.468308e+03
2.398562e+00   1.769709e+03   -4.309218e+02	3.948003e+04   9.540791e+04   2.094044e+04   -5.460625e+03
2.438114e+00   1.790084e+03   -4.369521e+02	3.945583e+04   9.691056e+04   2.078428e+04   -5.576941e+03
2.477666e+00   1.722495e+03   -4.357181e+02	3.940669e+04   9.835080e+04   2.062656e+04   -5.516017e+03
2.517218e+00   1.691445e+03   -4.516604e+02	3.939059e+04   9.987014e+04   2.050356e+04   -5.475216e+03
2.556770e+00   1.601045e+03   -4.456879e+02	3.939339e+04   1.014345e+05   2.048917e+04   -5.351124e+03
2.596322e+00   1.545718e+03   -4.547667e+02	3.939000e+04   1.029829e+05   2.037633e+04   -5.293499e+03
2.635875e+00   1.507502e+03   -4.546898e+02	3.935454e+04   1.044476e+05   2.028220e+04   -5.260970e+03
2.675427e+00   1.501608e+03   -4.785276e+02	3.933335e+04   1.059489e+05   2.016066e+04   -5.276158e+03
2.714979e+00   1.462009e+03   -4.864481e+02	3.929215e+04   1.073935e+05   2.004231e+04   -5.210158e+03
2.754531e+00   1.436994e+03   -4.933014e+02	3.923956e+04   1.088031e+05   1.985135e+04   -5.205542e+03
2.794083e+00   1.411308e+03   -4.957722e+02	3.920008e+04   1.102425e+05   1.974274e+04   -5.202829e+03
2.833635e+00   1.412757e+03   -5.076311e+02	3.918996e+04   1.117649e+05   1.972248e+04   -5.230296e+03
2.873187e+00   1.370464e+03   -5.233254e+02	3.912744e+04   1.131372e+05   1.952143e+04   -5.151435e+03
2.912739e+00   1.342223e+03   -5.283170e+02	3.906979e+04   1.145163e+05   1.948704e+04   -5.110864e+03
2.952292e+00   1.305324e+03   -5.366689e+02	3.902790e+04   1.159377e+05   1.941161e+04   -5.060857e+03
2.991844e+00   1.249641e+03   -5.388248e+02	3.899255e+04   1.173754e+05   1.925944e+04   -4.958460e+03
3.031396e+00   1.245444e+03   -5.475932e+02	3.888874e+04   1.186032e+05   1.904753e+04   -4.975866e+03
3.070948e+00   1.215463e+03   -5.585328e+02	3.885496e+04   1.200378e+05   1.901657e+04   -4.925792e+03
3.110500e+00   1.203988e+03   -5.697266e+02	3.886077e+04   1.215928e+05   1.896597e+04   -4.926053e+03
3.150052e+00   1.152718e+03   -5.827582e+02	3.881176e+04   1.229755e+05   1.890326e+04   -4.783361e+03
3.189604e+00   1.142731e+03   -5.977864e+02	3.874110e+04   1.242881e+05   1.877779e+04   -4.774811e+03
3.229156e+00   1.143079e+03   -6.064272e+02	3.870367e+04   1.256985e+05   1.866085e+04   -4.818529e+03
3.268709e+00   1.133758e+03   -6.185003e+02	3.865672e+04   1.270757e+05   1.853708e+04   -4.814228e+03
3.308261e+00   1.085887e+03   -6.229530e+02	3.864745e+04   1.285745e+05   1.850860e+04   -4.694696e+03
3.347813e+00   1.062130e+03   -6.293676e+02	3.855865e+04   1.298060e+05   1.831997e+04   -4.653220e+03
3.387365e+00   1.042175e+03   -6.529375e+02	3.850667e+04   1.311574e+05   1.824317e+04   -4.599725e+03
3.426917e+00   1.037617e+03   -6.554701e+02	3.850684e+04   1.326806e+05   1.815762e+04   -4.631991e+03
3.466469e+00   1.017756e+03   -6.670264e+02	3.845550e+04   1.340258e+05   1.811796e+04   -4.564468e+03
3.506021e+00   9.915047e+02   -6.785613e+02	3.838389e+04   1.352976e+05   1.803915e+04   -4.501194e+03
3.545574e+00   9.854778e+02   -6.863527e+02	3.834598e+04   1.366811e+05   1.790321e+04   -4.515086e+03
3.585126e+00   9.841024e+02   -7.063181e+02	3.830146e+04   1.380405e+05   1.782511e+04   -4.512752e+03
3.624678e+00   9.566194e+02   -7.180307e+02	3.822969e+04   1.392960e+05   1.770068e+04   -4.429553e+03
3.664230e+00   9.340590e+02   -7.236994e+02	3.816423e+04   1.405680e+05   1.750234e+04   -4.377307e+03
3.703782e+00   9.159129e+02   -7.355585e+02	3.812219e+04   1.419241e+05   1.742682e+04   -4.349046e+03
3.743334e+00   9.042969e+02   -7.380997e+02	3.808296e+04   1.432838e+05   1.732896e+04   -4.329276e+03
3.782886e+00   8.525717e+02   -7.497648e+02	3.801531e+04   1.445358e+05   1.727514e+04   -4.161461e+03
3.822438e+00   8.520292e+02   -7.620669e+02	3.799776e+04   1.459731e+05   1.714753e+04   -4.174296e+03
3.861991e+00   8.289622e+02   -7.725259e+02	3.794015e+04   1.472542e+05   1.709042e+04   -4.097841e+03
3.901543e+00   8.180876e+02   -7.806961e+02	3.786470e+04   1.484624e+05   1.689117e+04   -4.087059e+03
3.941095e+00   8.328725e+02   -7.918611e+02	3.782165e+04   1.497920e+05   1.681389e+04   -4.160805e+03
3.980647e+00   8.125247e+02   -7.991750e+02	3.775251e+04   1.510131e+05   1.667390e+04   -4.091682e+03
4.020199e+00   8.357918e+02   -8.123947e+02	3.770984e+04   1.523359e+05   1.652591e+04   -4.202403e+03
4.059751e+00   8.034462e+02   -8.261108e+02	3.766767e+04   1.536596e+05   1.638081e+04   -4.083164e+03
4.099303e+00   7.972594e+02   -8.386220e+02	3.761403e+04   1.549309e+05   1.621315e+04   -4.072383e+03
4.138855e+00   7.864636e+02   -8.441564e+02	3.757026e+04   1.562390e+05   1.615126e+04   -4.050013e+03
4.178408e+00   7.891359e+02   -8.515116e+02	3.749782e+04   1.574217e+05   1.597902e+04   -4.089529e+03
4.217960e+00   7.659817e+02   -8.548079e+02	3.741205e+04   1.585436e+05   1.583774e+04   -4.005168e+03
4.257512e+00   7.561109e+02   -8.756711e+02	3.738144e+04   1.598971e+05   1.572766e+04   -3.967611e+03
4.297064e+00   7.315282e+02   -8.823631e+02	3.732895e+04   1.611523e+05   1.557987e+04   -3.897119e+03
4.336616e+00   7.001026e+02   -8.896526e+02	3.728742e+04   1.624479e+05   1.545826e+04   -3.788080e+03
