TITLE = "Grid: prim/mr_v4.2_no_tail_wing_v2_wing_set_0.17_targ_coarse_lvl_2.grid, Pointdata: sol/sol.pval.unsteady_i=2900_t=5.80000000e-01" 
VARIABLES = "Y", fx, fy, fz, mx, my, mz
#
# Force distributions of the components 
#
ZONE T="DISTR      Wing", F=POINT 
1.923936e+00   0.000000e+00   0.000000e+00	0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
1.963488e+00   2.832509e+03   -2.793443e+02	3.363829e+04   6.678888e+04   9.207359e+03   -6.692074e+03
2.003041e+00   2.773148e+03   -2.545784e+02	3.373647e+04   6.831819e+04   8.920118e+03   -6.758614e+03
2.042593e+00   2.660537e+03   -2.422337e+02	3.380575e+04   6.979420e+04   8.781165e+03   -6.729536e+03
2.082145e+00   2.551025e+03   -2.325023e+02	3.394290e+04   7.141603e+04   8.681261e+03   -6.682509e+03
2.121697e+00   2.451808e+03   -2.334212e+02	3.402121e+04   7.292599e+04   8.568477e+03   -6.630153e+03
2.161249e+00   2.393896e+03   -2.321569e+02	3.410695e+04   7.445938e+04   8.432304e+03   -6.646284e+03
2.200801e+00   2.356346e+03   -2.367537e+02	3.413435e+04   7.586943e+04   8.174557e+03   -6.676855e+03
2.240353e+00   2.255910e+03   -2.429370e+02	3.416294e+04   7.728451e+04   8.013434e+03   -6.593468e+03
2.279905e+00   2.194345e+03   -2.355360e+02	3.417288e+04   7.865820e+04   7.895295e+03   -6.575317e+03
2.319458e+00   2.116736e+03   -2.307067e+02	3.420113e+04   8.007539e+04   7.787493e+03   -6.548199e+03
2.359010e+00   2.102544e+03   -2.403880e+02	3.419563e+04   8.141642e+04   7.599916e+03   -6.591275e+03
2.398562e+00   2.071137e+03   -2.491109e+02	3.424242e+04   8.288029e+04   7.468966e+03   -6.599759e+03
2.438114e+00   2.089971e+03   -2.549117e+02	3.422140e+04   8.418329e+04   7.336162e+03   -6.724818e+03
2.477666e+00   2.023730e+03   -2.536269e+02	3.417425e+04   8.542092e+04   7.207072e+03   -6.677901e+03
2.517218e+00   1.995436e+03   -2.689891e+02	3.415907e+04   8.673475e+04   7.107134e+03   -6.656306e+03
2.556770e+00   1.905763e+03   -2.618637e+02	3.416385e+04   8.809654e+04   7.118339e+03   -6.548996e+03
2.596322e+00   1.850151e+03   -2.715303e+02	3.416542e+04   8.945055e+04   7.044054e+03   -6.500669e+03
2.635875e+00   1.813705e+03   -2.710174e+02	3.413325e+04   9.071689e+04   6.972946e+03   -6.484603e+03
2.675427e+00   1.808150e+03   -2.939517e+02	3.410929e+04   9.200324e+04   6.876506e+03   -6.514103e+03
2.714979e+00   1.769452e+03   -3.020975e+02	3.407486e+04   9.325906e+04   6.798860e+03   -6.461196e+03
2.754531e+00   1.745199e+03   -3.085200e+02	3.402596e+04   9.447188e+04   6.643972e+03   -6.471235e+03
2.794083e+00   1.721906e+03   -3.115898e+02	3.398508e+04   9.570078e+04   6.561296e+03   -6.484182e+03
2.833635e+00   1.726668e+03   -3.241168e+02	3.397529e+04   9.701722e+04   6.573909e+03   -6.529790e+03
2.873187e+00   1.683136e+03   -3.379880e+02	3.391941e+04   9.820159e+04   6.415442e+03   -6.463875e+03
2.912739e+00   1.652603e+03   -3.421536e+02	3.386042e+04   9.936989e+04   6.422288e+03   -6.429502e+03
2.952292e+00   1.614453e+03   -3.495949e+02	3.381550e+04   1.005757e+05   6.374916e+03   -6.390234e+03
2.991844e+00   1.557345e+03   -3.510062e+02	3.377832e+04   1.018011e+05   6.255560e+03   -6.296481e+03
3.031396e+00   1.555429e+03   -3.595052e+02	3.367508e+04   1.028237e+05   6.079755e+03   -6.332014e+03
3.070948e+00   1.527148e+03   -3.709724e+02	3.364205e+04   1.040539e+05   6.087762e+03   -6.296274e+03
3.110500e+00   1.516404e+03   -3.811642e+02	3.363865e+04   1.053733e+05   6.063904e+03   -6.311661e+03
3.150052e+00   1.467367e+03   -3.945220e+02	3.359177e+04   1.065555e+05   6.035240e+03   -6.186249e+03
3.189604e+00   1.454773e+03   -4.083388e+02	3.352688e+04   1.076794e+05   5.953594e+03   -6.184125e+03
3.229156e+00   1.455474e+03   -4.163399e+02	3.348581e+04   1.088709e+05   5.876976e+03   -6.241110e+03
3.268709e+00   1.446028e+03   -4.286810e+02	3.344217e+04   1.100521e+05   5.800192e+03   -6.247252e+03
3.308261e+00   1.397407e+03   -4.322444e+02	3.343140e+04   1.113389e+05   5.813488e+03   -6.138720e+03
3.347813e+00   1.372633e+03   -4.384500e+02	3.334607e+04   1.123750e+05   5.673161e+03   -6.104701e+03
3.387365e+00   1.353819e+03   -4.613650e+02	3.329784e+04   1.135320e+05   5.639659e+03   -6.068330e+03
3.426917e+00   1.349297e+03   -4.631798e+02	3.329848e+04   1.148502e+05   5.595464e+03   -6.113154e+03
3.466469e+00   1.330120e+03   -4.751309e+02	3.323852e+04   1.159589e+05   5.580736e+03   -6.057036e+03
3.506021e+00   1.304463e+03   -4.860004e+02	3.317525e+04   1.170529e+05   5.556958e+03   -6.009367e+03
3.545574e+00   1.298341e+03   -4.941940e+02	3.313773e+04   1.182311e+05   5.474940e+03   -6.031665e+03
3.585126e+00   1.296440e+03   -5.134091e+02	3.309861e+04   1.194030e+05   5.443199e+03   -6.041252e+03
3.624678e+00   1.267483e+03   -5.243436e+02	3.302633e+04   1.204501e+05   5.365727e+03   -5.965781e+03
3.664230e+00   1.244804e+03   -5.297735e+02	3.296437e+04   1.215285e+05   5.214440e+03   -5.924321e+03
3.703782e+00   1.226795e+03   -5.411194e+02	3.291927e+04   1.226667e+05   5.185757e+03   -5.908116e+03
3.743334e+00   1.216781e+03   -5.440249e+02	3.287850e+04   1.238146e+05   5.120238e+03   -5.904228e+03
3.782886e+00   1.164210e+03   -5.552683e+02	3.281426e+04   1.248729e+05   5.109099e+03   -5.745945e+03
3.822438e+00   1.164954e+03   -5.670754e+02	3.279549e+04   1.260989e+05   5.026574e+03   -5.775773e+03
3.861991e+00   1.141644e+03   -5.773313e+02	3.274515e+04   1.272017e+05   5.014701e+03   -5.709955e+03
3.901543e+00   1.130087e+03   -5.858025e+02	3.267439e+04   1.282223e+05   4.873696e+03   -5.706737e+03
3.941095e+00   1.146332e+03   -5.965488e+02	3.262231e+04   1.293102e+05   4.830185e+03   -5.797299e+03
3.980647e+00   1.124454e+03   -6.023689e+02	3.256025e+04   1.303529e+05   4.745868e+03   -5.737392e+03
4.020199e+00   1.146780e+03   -6.165296e+02	3.252130e+04   1.314848e+05   4.651831e+03   -5.852557e+03
4.059751e+00   1.114403e+03   -6.284077e+02	3.248073e+04   1.326089e+05   4.556217e+03   -5.748875e+03
4.099303e+00   1.108238e+03   -6.417581e+02	3.242518e+04   1.336666e+05   4.432802e+03   -5.746251e+03
4.138855e+00   1.093352e+03   -6.451576e+02	3.238237e+04   1.347725e+05   4.410510e+03   -5.724034e+03
4.178408e+00   1.094283e+03   -6.528150e+02	3.231157e+04   1.357565e+05   4.295499e+03   -5.766083e+03
4.217960e+00   1.073052e+03   -6.565131e+02	3.223420e+04   1.367079e+05   4.214753e+03   -5.699160e+03
4.257512e+00   1.066182e+03   -6.769627e+02	3.220186e+04   1.378484e+05   4.145701e+03   -5.685738e+03
4.297064e+00   1.041743e+03   -6.831558e+02	3.214242e+04   1.388683e+05   4.032459e+03   -5.627209e+03
4.336616e+00   1.008135e+03   -6.903931e+02	3.210659e+04   1.399829e+05   3.960520e+03   -5.520177e+03
4.376168e+00   1.005374e+03   -6.995370e+02	3.205081e+04   1.410101e+05   3.866848e+03   -5.533657e+03
4.415720e+00   9.834970e+02   -7.094088e+02	3.196571e+04   1.419034e+05   3.816468e+03   -5.455487e+03
4.455272e+00   9.705037e+02   -7.210723e+02	3.189411e+04   1.428496e+05   3.792854e+03   -5.420622e+03
4.494825e+00   9.803328e+02   -7.272601e+02	3.185914e+04   1.439538e+05   3.750982e+03   -5.478278e+03
4.534377e+00   9.436725e+02   -7.360315e+02	3.183153e+04   1.450905e+05   3.689807e+03   -5.356235e+03
4.573929e+00   9.355700e+02   -7.385226e+02	3.178309e+04   1.461271e+05   3.571241e+03   -5.339370e+03
4.613481e+00   9.285228e+02   -7.486582e+02	3.176735e+04   1.473122e+05   3.585659e+03   -5.346051e+03
4.653033e+00   9.311593e+02   -7.595651e+02	3.168297e+04   1.481784e+05   3.525177e+03   -5.369143e+03
4.692585e+00   9.065616e+02   -7.555314e+02	3.159387e+04   1.490123e+05   3.349359e+03   -5.312527e+03
4.732137e+00   9.369743e+02   -7.678150e+02	3.155120e+04   1.500612e+05   3.316821e+03   -5.447089e+03
4.771689e+00   9.106506e+02   -7.778264e+02	3.147059e+04   1.509264e+05   3.169881e+03   -5.357689e+03
4.811242e+00   8.897072e+02   -7.851310e+02	3.142523e+04   1.519533e+05   3.031428e+03   -5.290405e+03
4.850794e+00   9.085718e+02   -7.979890e+02	3.136405e+04   1.529017e+05   2.943299e+03   -5.397326e+03
4.890346e+00   8.849341e+02   -7.987902e+02	3.131309e+04   1.538932e+05   2.897888e+03   -5.306402e+03
4.929898e+00   8.888880e+02   -8.141221e+02	3.128072e+04   1.549748e+05   2.901359e+03   -5.332022e+03
4.969450e+00   8.805793e+02   -8.149804e+02	3.120592e+04   1.558390e+05   2.815705e+03   -5.319924e+03
5.009002e+00   8.679487e+02   -8.206353e+02	3.115712e+04   1.568313e+05   2.625529e+03   -5.295330e+03
5.048554e+00   8.515812e+02   -8.230108e+02	3.111170e+04   1.578331e+05   2.493532e+03   -5.251032e+03
5.088106e+00   8.565631e+02   -8.265270e+02	3.107763e+04   1.588907e+05   2.442903e+03   -5.304494e+03
5.127659e+00   8.456970e+02   -8.330113e+02	3.101024e+04   1.597757e+05   2.390092e+03   -5.269208e+03
5.167211e+00   8.437452e+02   -8.475178e+02	3.096414e+04   1.607663e+05   2.301782e+03   -5.274764e+03
5.206763e+00   8.313353e+02   -8.498600e+02	3.091904e+04   1.617564e+05   2.265457e+03   -5.221716e+03
5.246315e+00   8.192879e+02   -8.580611e+02	3.086013e+04   1.626720e+05   2.116873e+03   -5.198769e+03
5.285867e+00   8.099196e+02   -8.616884e+02	3.080033e+04   1.635768e+05   2.010077e+03   -5.176796e+03
5.325419e+00   8.086128e+02   -8.643202e+02	3.072986e+04   1.644193e+05   1.978615e+03   -5.188177e+03
5.364971e+00   8.195203e+02   -8.638419e+02	3.067600e+04   1.653449e+05   1.950865e+03   -5.270100e+03
5.404524e+00   7.974697e+02   -8.730232e+02	3.059771e+04   1.661380e+05   1.767998e+03   -5.179666e+03
5.444076e+00   7.992333e+02   -8.787564e+02	3.052627e+04   1.669603e+05   1.596383e+03   -5.207647e+03
5.483628e+00   8.223868e+02   -8.861878e+02	3.047116e+04   1.678666e+05   1.544509e+03   -5.341530e+03
5.523180e+00   8.151974e+02   -8.883955e+02	3.044506e+04   1.689272e+05   1.463377e+03   -5.343426e+03
