TITLE = "Grid: prim/mr_v4.2_no_tail_wing_v2_wing_set_0.17_targ_coarse_lvl_2.grid, Pointdata: sol/sol.pval.unsteady_i=500_t=1.0000000e-01" 
VARIABLES = "Y", fx, fy, fz, mx, my, mz
#
# Force distributions of the components 
#
ZONE T="DISTR      Wing", F=POINT 
1.923936e+00   0.000000e+00   0.000000e+00	0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
1.963488e+00   2.588524e+03   -1.490884e+03	5.963307e+04   1.176635e+05   5.819926e+04   -4.042067e+03
2.003041e+00   2.502842e+03   -1.465674e+03	5.979443e+04   1.203494e+05   5.811643e+04   -4.050349e+03
2.042593e+00   2.374471e+03   -1.454399e+03	5.998638e+04   1.231091e+05   5.814513e+04   -3.992646e+03
2.082145e+00   2.257722e+03   -1.447076e+03	6.019680e+04   1.259223e+05   5.811554e+04   -3.918381e+03
2.121697e+00   2.143141e+03   -1.448765e+03	6.032847e+04   1.285885e+05   5.803341e+04   -3.832562e+03
2.161249e+00   2.068739e+03   -1.448864e+03	6.044967e+04   1.312423e+05   5.789874e+04   -3.809659e+03
2.200801e+00   2.013003e+03   -1.451452e+03	6.051079e+04   1.337718e+05   5.762919e+04   -3.802749e+03
2.240353e+00   1.896072e+03   -1.452047e+03	6.055082e+04   1.362601e+05   5.741849e+04   -3.696258e+03
2.279905e+00   1.820748e+03   -1.441988e+03	6.055730e+04   1.386737e+05   5.720918e+04   -3.646637e+03
2.319458e+00   1.726118e+03   -1.437158e+03	6.057015e+04   1.411020e+05   5.698328e+04   -3.573552e+03
2.359010e+00   1.685674e+03   -1.438396e+03	6.054804e+04   1.434511e+05   5.664149e+04   -3.576086e+03
2.398562e+00   1.640596e+03   -1.443267e+03	6.059402e+04   1.459595e+05   5.640219e+04   -3.555037e+03
2.438114e+00   1.655692e+03   -1.448308e+03	6.055773e+04   1.482709e+05   5.614861e+04   -3.662171e+03
2.477666e+00   1.576873e+03   -1.444679e+03	6.049090e+04   1.505052e+05   5.586014e+04   -3.583418e+03
2.517218e+00   1.533831e+03   -1.459053e+03	6.046779e+04   1.528447e+05   5.563188e+04   -3.520610e+03
2.556770e+00   1.434681e+03   -1.454028e+03	6.045808e+04   1.552146e+05   5.550585e+04   -3.368114e+03
2.596322e+00   1.372398e+03   -1.459914e+03	6.043233e+04   1.575415e+05   5.524910e+04   -3.302274e+03
