TITLE = "Grid: prim/mr_v4.2_no_tail_wing_v2_wing_set_0.17_targ_coarse_lvl_2.grid, Pointdata: sol/sol.pval.unsteady_i=3500_t=7.00000000e-01" 
VARIABLES = "Y", fx, fy, fz, mx, my, mz
#
# Force distributions of the components 
#
ZONE T="DISTR      Wing", F=POINT 
1.923936e+00   0.000000e+00   0.000000e+00	0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
1.963488e+00   2.842198e+03   -2.836974e+02	3.364252e+04   6.679674e+04   9.073669e+03   -6.707640e+03
2.003041e+00   2.782884e+03   -2.589377e+02	3.374078e+04   6.832640e+04   8.786332e+03   -6.774660e+03
2.042593e+00   2.670322e+03   -2.465811e+02	3.380981e+04   6.980208e+04   8.647149e+03   -6.746101e+03
2.082145e+00   2.560850e+03   -2.368117e+02	3.394702e+04   7.142422e+04   8.547038e+03   -6.699597e+03
2.121697e+00   2.461680e+03   -2.377435e+02	3.402559e+04   7.293489e+04   8.434077e+03   -6.647828e+03
2.161249e+00   2.403794e+03   -2.364698e+02	3.411133e+04   7.446847e+04   8.297586e+03   -6.664458e+03
2.200801e+00   2.366293e+03   -2.410681e+02	3.413897e+04   7.587925e+04   8.039466e+03   -6.695589e+03
2.240353e+00   2.265880e+03   -2.472282e+02	3.416741e+04   7.729418e+04   7.877935e+03   -6.612749e+03
2.279905e+00   2.204348e+03   -2.398093e+02	3.417763e+04   7.866871e+04   7.759385e+03   -6.595157e+03
2.319458e+00   2.126743e+03   -2.349890e+02	3.420584e+04   8.008602e+04   7.651176e+03   -6.568501e+03
2.359010e+00   2.112569e+03   -2.446604e+02	3.420049e+04   8.142761e+04   7.463196e+03   -6.612110e+03
2.398562e+00   2.081202e+03   -2.533428e+02	3.424719e+04   8.289146e+04   7.331649e+03   -6.621199e+03
2.438114e+00   2.100042e+03   -2.591372e+02	3.422622e+04   8.419480e+04   7.198445e+03   -6.746733e+03
2.477666e+00   2.033784e+03   -2.578204e+02	3.417872e+04   8.543176e+04   7.068843e+03   -6.700267e+03
2.517218e+00   2.005498e+03   -2.731664e+02	3.416336e+04   8.674534e+04   6.968466e+03   -6.679205e+03
2.556770e+00   1.915870e+03   -2.660272e+02	3.416875e+04   8.810887e+04   6.979200e+03   -6.572515e+03
2.596322e+00   1.860230e+03   -2.756924e+02	3.417008e+04   8.946244e+04   6.904509e+03   -6.524594e+03
2.635875e+00   1.823816e+03   -2.751851e+02	3.413788e+04   9.072893e+04   6.832845e+03   -6.509105e+03
2.675427e+00   1.818255e+03   -2.980300e+02	3.411354e+04   9.201444e+04   6.735913e+03   -6.539114e+03
2.714979e+00   1.779547e+03   -3.061743e+02	3.407884e+04   9.326972e+04   6.657898e+03   -6.486662e+03
2.754531e+00   1.755333e+03   -3.125966e+02	3.403002e+04   9.448292e+04   6.502582e+03   -6.497288e+03
2.794083e+00   1.732030e+03   -3.156308e+02	3.398878e+04   9.571098e+04   6.419595e+03   -6.510676e+03
2.833635e+00   1.736833e+03   -3.281356e+02	3.397888e+04   9.702727e+04   6.431777e+03   -6.556885e+03
2.873187e+00   1.693359e+03   -3.419938e+02	3.392340e+04   9.821294e+04   6.272832e+03   -6.491649e+03
2.912739e+00   1.662837e+03   -3.461315e+02	3.386444e+04   9.938151e+04   6.279387e+03   -6.457818e+03
2.952292e+00   1.624652e+03   -3.535614e+02	3.381918e+04   1.005865e+05   6.231681e+03   -6.418923e+03
2.991844e+00   1.567543e+03   -3.549335e+02	3.378150e+04   1.018106e+05   6.111906e+03   -6.325657e+03
3.031396e+00   1.565632e+03   -3.634064e+02	3.367810e+04   1.028328e+05   5.935704e+03   -6.361699e+03
3.070948e+00   1.537376e+03   -3.748817e+02	3.364476e+04   1.040622e+05   5.943197e+03   -6.326532e+03
3.110500e+00   1.526672e+03   -3.850064e+02	3.364148e+04   1.053821e+05   5.918986e+03   -6.342520e+03
3.150052e+00   1.477653e+03   -3.983758e+02	3.359432e+04   1.065636e+05   5.890022e+03   -6.217658e+03
3.189604e+00   1.465077e+03   -4.121561e+02	3.352937e+04   1.076873e+05   5.808100e+03   -6.216092e+03
3.229156e+00   1.465837e+03   -4.201068e+02	3.348819e+04   1.088786e+05   5.731045e+03   -6.273755e+03
3.268709e+00   1.456326e+03   -4.324217e+02	3.344358e+04   1.100567e+05   5.654074e+03   -6.280155e+03
3.308261e+00   1.407680e+03   -4.359838e+02	3.343215e+04   1.113413e+05   5.667065e+03   -6.172040e+03
3.347813e+00   1.382949e+03   -4.421589e+02	3.334715e+04   1.123786e+05   5.526465e+03   -6.138649e+03
3.387365e+00   1.364138e+03   -4.650454e+02	3.329856e+04   1.135345e+05   5.492635e+03   -6.102810e+03
3.426917e+00   1.359657e+03   -4.668460e+02	3.329926e+04   1.148529e+05   5.448231e+03   -6.148238e+03
3.466469e+00   1.340526e+03   -4.787706e+02	3.323950e+04   1.159624e+05   5.433254e+03   -6.092758e+03
